order_id,order_date,order_year,order_month,customer_id,channel,state,order_amount
4280,2024-09-29,2024,9,C2201.,phone,NY,565.8
4303,2024-09-29,2024,9,C3035.,phone,NY,251.73
4311,2024-09-29,2024,9,C1614.,phone,NY,180.99
4314,2024-09-29,2024,9,C4315.,phone,WA,225.11
4329,2024-09-29,2024,9,C4462.,store,AZ,144.01
4331,2024-09-29,2024,9,C2910.,online,FL,465.88
4332,2024-09-29,2024,9,C2041.,phone,AZ,259.75
4337,2024-09-29,2024,9,C2658.,phone,OR,315.81
4347,2024-09-29,2024,9,C4270.,phone,AZ,279.1
4363,2024-09-29,2024,9,C991.0,store,OR,450.6
4378,2024-09-29,2024,9,C4138.,store,NY,406.04
4385,2024-09-29,2024,9,C3141.,online,NY,668.96
4395,2024-09-29,2024,9,C2690.,phone,OR,209.69
4401,2024-09-29,2024,9,C1343.,online,WA,435.54
4416,2024-09-29,2024,9,C382.0,store,OR,485.56
4426,2024-09-29,2024,9,C4601.,phone,IL,455.58
4441,2024-09-29,2024,9,C347.0,phone,AZ,862.6
4443,2024-09-29,2024,9,C2281.,online,NY,410.16
4453,2024-09-29,2024,9,C1358.,online,CA,379.08
4454,2024-09-29,2024,9,C4193.,online,NY,353.54
4455,2024-09-29,2024,9,C2028.,store,WA,831.02
4466,2024-09-29,2024,9,C4782.,phone,TX,649.68
4467,2024-09-29,2024,9,C2523.,phone,TX,497.86
4481,2024-09-29,2024,9,C3400.,online,OR,397.11
4485,2024-09-29,2024,9,C3737.,online,IL,421.77
4508,2024-09-29,2024,9,C4070.,online,NY,264.02
4519,2024-09-29,2024,9,C756.0,phone,NY,421.86
4537,2024-09-29,2024,9,C3943.,store,TX,324.44
4539,2024-09-29,2024,9,C449.0,online,WA,184.44
4548,2024-09-29,2024,9,C016.0,phone,AZ,447.02
4562,2024-09-29,2024,9,C4276.,online,CA,774.96
4565,2024-09-29,2024,9,C1376.,online,FL,284.7
4580,2024-09-29,2024,9,C605.0,online,IL,250.66
4595,2024-09-29,2024,9,C2329.,online,TX,349.76
4622,2024-09-29,2024,9,C3227.,online,FL,357.16
4661,2024-09-29,2024,9,C1957.,online,IL,349.55
4710,2024-09-29,2024,9,C2657.,store,TX,312.56
4717,2024-09-29,2024,9,C1751.,store,WA,427.76
4718,2024-09-29,2024,9,C2986.,store,FL,165.35
4720,2024-09-29,2024,9,C4685.,store,CA,502.53
4735,2024-09-29,2024,9,C3483.,phone,CA,572.67
4745,2024-09-29,2024,9,C067.0,online,WA,285.92
4761,2024-09-29,2024,9,C1688.,online,TX,456.49
4763,2024-09-29,2024,9,C4011.,store,AZ,408.64
4770,2024-09-29,2024,9,C1507.,online,WA,309.45
4783,2024-09-29,2024,9,C589.0,online,NY,508.1
4784,2024-09-29,2024,9,C596.0,store,AZ,181.39
4798,2024-09-29,2024,9,C583.0,phone,NY,527.06
4799,2024-09-29,2024,9,C3728.,online,CA,651.56
4842,2024-09-29,2024,9,C2655.,online,TX,552.54
4855,2024-09-29,2024,9,C3312.,online,CA,370.19
4870,2024-09-29,2024,9,C2262.,phone,OR,170.7
4886,2024-09-29,2024,9,C3075.,online,WA,449.9
4916,2024-09-29,2024,9,C2110.,phone,OR,118.99
4924,2024-09-29,2024,9,C3527.,store,TX,148.57
4940,2024-09-29,2024,9,C955.0,store,FL,190.84
4954,2024-09-29,2024,9,C4044.,store,NY,277.78
4973,2024-09-29,2024,9,C3550.,store,AZ,300.33
4974,2024-09-29,2024,9,C3014.,phone,CA,247.95
30,2024-09-29,2024,9,C882.0,phone,NY,562.9
71,2024-09-29,2024,9,C1812.,store,FL,553.59
129,2024-09-29,2024,9,C534.0,store,NY,274.08
135,2024-09-29,2024,9,C1391.,store,OR,393.06
146,2024-09-29,2024,9,C1801.,store,FL,264.18
165,2024-09-29,2024,9,C2419.,store,AZ,488.84
188,2024-09-29,2024,9,C484.0,store,TX,437.46
194,2024-09-29,2024,9,C1455.,online,NY,571.89
208,2024-09-29,2024,9,C4592.,phone,FL,369.62
221,2024-09-29,2024,9,C1876.,online,AZ,272.77
250,2024-09-29,2024,9,C870.0,store,FL,534.71
286,2024-09-29,2024,9,C4674.,store,OR,335.57
287,2024-09-29,2024,9,C1456.,store,IL,667.45
298,2024-09-29,2024,9,C682.0,store,AZ,358.52
301,2024-09-29,2024,9,C2937.,store,FL,490.82
306,2024-09-29,2024,9,C3326.,phone,FL,658.3
351,2024-09-29,2024,9,C2948.,phone,NY,529.24
377,2024-09-29,2024,9,C1192.,store,NY,210.28
439,2024-09-29,2024,9,C1986.,store,CA,332.73
457,2024-09-29,2024,9,C2866.,online,TX,885.91
468,2024-09-29,2024,9,C2463.,phone,AZ,650.38
485,2024-09-29,2024,9,C3973.,phone,NY,318.02
497,2024-09-29,2024,9,C1811.,phone,IL,325.78
507,2024-09-29,2024,9,C4033.,online,NY,415.97
523,2024-09-29,2024,9,C3321.,store,TX,675.97
525,2024-09-29,2024,9,C2516.,store,TX,429.44
542,2024-09-29,2024,9,C671.0,phone,NY,480.3
545,2024-09-29,2024,9,C1950.,store,IL,399.02
548,2024-09-29,2024,9,C3236.,phone,WA,441.52
552,2024-09-29,2024,9,C3072.,phone,NY,557.91
562,2024-09-29,2024,9,C306.0,online,IL,710.12
564,2024-09-29,2024,9,C3124.,store,IL,218.84
566,2024-09-29,2024,9,C2398.,store,NY,304.69
596,2024-09-29,2024,9,C3105.,online,TX,239.99
608,2024-09-29,2024,9,C4602.,store,IL,470.74
615,2024-09-29,2024,9,C4226.,store,WA,172.99
690,2024-09-29,2024,9,C4170.,online,WA,573.39
699,2024-09-29,2024,9,C3973.,online,TX,102.56
709,2024-09-29,2024,9,C117.0,phone,NY,484.07
714,2024-09-29,2024,9,C1402.,online,IL,517.79
730,2024-09-29,2024,9,C1466.,phone,AZ,556.88
742,2024-09-29,2024,9,C3564.,store,TX,543.61
756,2024-09-29,2024,9,C113.0,online,NY,271.89
786,2024-09-29,2024,9,C4651.,phone,FL,183.33
841,2024-09-29,2024,9,C1790.,phone,CA,278.87
861,2024-09-29,2024,9,C1488.,online,TX,142.83
879,2024-09-29,2024,9,C4689.,store,OR,584.4
895,2024-09-29,2024,9,C2451.,store,FL,651.47
908,2024-09-29,2024,9,C1431.,online,AZ,50.6
932,2024-09-29,2024,9,C077.0,phone,WA,403.73
935,2024-09-29,2024,9,C423.0,online,CA,650.6
952,2024-09-29,2024,9,C3828.,store,IL,402.03
970,2024-09-29,2024,9,C4011.,phone,FL,411.09
997,2024-09-29,2024,9,C4741.,online,WA,315.07
1013,2024-09-29,2024,9,C2591.,online,CA,501.78
1034,2024-09-29,2024,9,C143.0,store,OR,186.07
1039,2024-09-29,2024,9,C2086.,online,WA,442.26
1048,2024-09-29,2024,9,C2809.,phone,OR,822.5
1049,2024-09-29,2024,9,C3527.,store,AZ,334.42
1060,2024-09-29,2024,9,C493.0,store,FL,481.92
1071,2024-09-29,2024,9,C2167.,store,FL,386.11
1088,2024-09-29,2024,9,C177.0,online,CA,525.2
1104,2024-09-29,2024,9,C3557.,online,AZ,600.3
1119,2024-09-29,2024,9,C1705.,online,TX,512.93
1132,2024-09-29,2024,9,C2876.,online,TX,287.32
1154,2024-09-29,2024,9,C4320.,phone,OR,271.69
1162,2024-09-29,2024,9,C3346.,phone,FL,439.76
1184,2024-09-29,2024,9,C291.0,online,IL,200.98
1187,2024-09-29,2024,9,C4381.,online,OR,471.16
1190,2024-09-29,2024,9,C1979.,online,CA,459.91
1216,2024-09-29,2024,9,C3563.,phone,OR,469.99
1218,2024-09-29,2024,9,C869.0,phone,CA,248.7
1220,2024-09-29,2024,9,C536.0,phone,IL,328.97
1226,2024-09-29,2024,9,C3894.,phone,OR,335.39
1244,2024-09-29,2024,9,C4527.,store,CA,207.17
1254,2024-09-29,2024,9,C4880.,store,TX,209.75
1266,2024-09-29,2024,9,C1220.,online,AZ,407.5
1267,2024-09-29,2024,9,C3596.,online,AZ,479.5
1273,2024-09-29,2024,9,C889.0,store,IL,581.13
1274,2024-09-29,2024,9,C2602.,store,IL,282.95
1296,2024-09-29,2024,9,C2521.,online,IL,327.9
1304,2024-09-29,2024,9,C4925.,store,FL,101.15
1317,2024-09-29,2024,9,C802.0,online,AZ,326.21
1354,2024-09-29,2024,9,C2803.,store,CA,458.76
1356,2024-09-29,2024,9,C4753.,store,IL,494.94
1357,2024-09-29,2024,9,C3226.,phone,NY,391.06
1377,2024-09-29,2024,9,C2952.,store,IL,212.11
1421,2024-09-29,2024,9,C282.0,online,WA,416.37
1430,2024-09-29,2024,9,C1026.,online,FL,642.39
1436,2024-09-29,2024,9,C1632.,online,FL,435.04
1452,2024-09-29,2024,9,C347.0,store,FL,501.55
1469,2024-09-29,2024,9,C2617.,online,IL,476.5
1519,2024-09-29,2024,9,C2670.,online,IL,849.28
1555,2024-09-29,2024,9,C2936.,phone,NY,353.28
1581,2024-09-29,2024,9,C1854.,online,FL,767.76
1598,2024-09-29,2024,9,C4971.,store,TX,233.97
1626,2024-09-29,2024,9,C1413.,store,CA,430.68
1631,2024-09-29,2024,9,C636.0,online,WA,720.35
1642,2024-09-29,2024,9,C1063.,online,OR,234.81
1645,2024-09-29,2024,9,C1686.,online,WA,498.99
1651,2024-09-29,2024,9,C1361.,store,WA,274.66
1653,2024-09-29,2024,9,C4005.,online,AZ,392.3
1658,2024-09-29,2024,9,C3234.,phone,OR,472.31
1728,2024-09-29,2024,9,C3650.,phone,IL,202.71
1754,2024-09-29,2024,9,C3271.,store,OR,402.49
1765,2024-09-29,2024,9,C1026.,phone,NY,346.3
1779,2024-09-29,2024,9,C217.0,store,TX,478.6
1803,2024-09-29,2024,9,C4562.,store,TX,851.87
1850,2024-09-29,2024,9,C3464.,phone,OR,358.13
1859,2024-09-29,2024,9,C285.0,store,AZ,301.3
1864,2024-09-29,2024,9,C4836.,phone,FL,454.91
1866,2024-09-29,2024,9,C188.0,online,IL,467.66
1885,2024-09-29,2024,9,C4576.,store,TX,910.74
1946,2024-09-29,2024,9,C374.0,online,AZ,655.37
1962,2024-09-29,2024,9,C1829.,store,FL,481.97
1966,2024-09-29,2024,9,C3881.,phone,CA,267.18
1984,2024-09-29,2024,9,C2992.,phone,NY,299.52
1986,2024-09-29,2024,9,C2607.,store,NY,507.69
2034,2024-09-29,2024,9,C2598.,phone,OR,305.5
2059,2024-09-29,2024,9,C758.0,phone,NY,331.86
2076,2024-09-29,2024,9,C120.0,store,NY,140.62
2098,2024-09-29,2024,9,C2382.,store,TX,220.81
2125,2024-09-29,2024,9,C3176.,store,NY,237.2
2133,2024-09-29,2024,9,C2011.,online,CA,207.7
2137,2024-09-29,2024,9,C2352.,phone,CA,346.53
2139,2024-09-29,2024,9,C2599.,phone,NY,251.82
2148,2024-09-29,2024,9,C2253.,store,NY,637.43
2155,2024-09-29,2024,9,C443.0,phone,AZ,442.81
2164,2024-09-29,2024,9,C1593.,online,AZ,599.37
2180,2024-09-29,2024,9,C3501.,online,NY,403.89
2228,2024-09-29,2024,9,C4606.,online,AZ,556.72
2239,2024-09-29,2024,9,C244.0,store,AZ,323.14
2261,2024-09-29,2024,9,C740.0,store,NY,296.9
2290,2024-09-29,2024,9,C4362.,phone,WA,497.77
2292,2024-09-29,2024,9,C3558.,store,IL,294.78
2323,2024-09-29,2024,9,C4796.,phone,WA,425.9
2357,2024-09-29,2024,9,C2124.,phone,TX,881.68
2368,2024-09-29,2024,9,C4244.,store,WA,274.96
2388,2024-09-29,2024,9,C3888.,phone,FL,446.05
2414,2024-09-29,2024,9,C4292.,phone,WA,436.2
2422,2024-09-29,2024,9,C3357.,online,FL,340.5
2426,2024-09-29,2024,9,C2573.,phone,CA,403.72
2430,2024-09-29,2024,9,C1730.,phone,NY,423.6
2438,2024-09-29,2024,9,C1733.,online,IL,619.22
2442,2024-09-29,2024,9,C046.0,store,OR,326.81
2463,2024-09-29,2024,9,C2415.,store,TX,181.98
2469,2024-09-29,2024,9,C3046.,phone,WA,474.48
2471,2024-09-29,2024,9,C887.0,online,AZ,368.56
2486,2024-09-29,2024,9,C1605.,store,AZ,403.09
2488,2024-09-29,2024,9,C2229.,phone,AZ,321.84
2511,2024-09-29,2024,9,C1980.,phone,AZ,335.64
2541,2024-09-29,2024,9,C2708.,online,AZ,433.86
2560,2024-09-29,2024,9,C4540.,store,IL,206.53
2588,2024-09-29,2024,9,C3470.,online,AZ,730.7
2618,2024-09-29,2024,9,C4456.,store,FL,547.33
2635,2024-09-29,2024,9,C2481.,store,CA,259.57
2647,2024-09-29,2024,9,C799.0,store,FL,306.09
2648,2024-09-29,2024,9,C3039.,phone,WA,309.4
2658,2024-09-29,2024,9,C2283.,phone,FL,141.12
2682,2024-09-29,2024,9,C4255.,store,WA,501.08
2698,2024-09-29,2024,9,C173.0,phone,NY,227.49
2733,2024-09-29,2024,9,C2606.,store,NY,594.36
2740,2024-09-29,2024,9,C1710.,online,CA,192.41
2762,2024-09-29,2024,9,C1139.,online,TX,432.09
2782,2024-09-29,2024,9,C4819.,store,NY,244.15
2787,2024-09-29,2024,9,C418.0,phone,OR,385.02
2807,2024-09-29,2024,9,C550.0,online,OR,392.96
2820,2024-09-29,2024,9,C2361.,store,NY,826.79
2833,2024-09-29,2024,9,C1475.,phone,NY,615.44
2844,2024-09-29,2024,9,C820.0,store,FL,162.02
2850,2024-09-29,2024,9,C1151.,online,FL,270.84
2856,2024-09-29,2024,9,C2357.,store,WA,404.24
2858,2024-09-29,2024,9,C4511.,online,WA,383.76
2894,2024-09-29,2024,9,C1065.,phone,IL,781.04
2917,2024-09-29,2024,9,C2183.,online,OR,462.86
2922,2024-09-29,2024,9,C2733.,phone,OR,221.88
2924,2024-09-29,2024,9,C1119.,phone,OR,389.65
2990,2024-09-29,2024,9,C4203.,phone,IL,384.55
3005,2024-09-29,2024,9,C4220.,online,WA,475.19
3016,2024-09-29,2024,9,C2417.,online,AZ,551.61
3028,2024-09-29,2024,9,C2248.,phone,FL,345.99
3043,2024-09-29,2024,9,C195.0,online,CA,220.61
3069,2024-09-29,2024,9,C649.0,online,IL,358.35
3097,2024-09-29,2024,9,C1283.,phone,CA,453.2
3099,2024-09-29,2024,9,C2964.,store,NY,702.61
3116,2024-09-29,2024,9,C968.0,store,CA,572.69
3121,2024-09-29,2024,9,C4656.,store,IL,519.73
3128,2024-09-29,2024,9,C4435.,store,IL,307.55
3142,2024-09-29,2024,9,C3690.,online,OR,397.3
3155,2024-09-29,2024,9,C805.0,store,FL,804.36
3162,2024-09-29,2024,9,C1188.,store,NY,233.44
3169,2024-09-29,2024,9,C3246.,phone,TX,553.9
3175,2024-09-29,2024,9,C3344.,store,AZ,384.4
3198,2024-09-29,2024,9,C320.0,online,IL,217.06
3210,2024-09-29,2024,9,C1020.,store,TX,733.84
3237,2024-09-29,2024,9,C4429.,store,OR,222.27
3242,2024-09-29,2024,9,C983.0,store,IL,507.42
3243,2024-09-29,2024,9,C3195.,phone,AZ,261.64
3262,2024-09-29,2024,9,C2218.,phone,NY,410.61
3265,2024-09-29,2024,9,C2526.,phone,AZ,491.41
3273,2024-09-29,2024,9,C1455.,phone,TX,465.65
3275,2024-09-29,2024,9,C4607.,online,WA,383.4
3300,2024-09-29,2024,9,C537.0,phone,FL,593.87
3330,2024-09-29,2024,9,C944.0,online,FL,201.67
3339,2024-09-29,2024,9,C1927.,store,TX,601.67
3366,2024-09-29,2024,9,C1475.,online,CA,265.72
3367,2024-09-29,2024,9,C4935.,online,CA,606.35
3369,2024-09-29,2024,9,C4440.,phone,OR,359.1
3395,2024-09-29,2024,9,C4548.,online,CA,253.8
3407,2024-09-29,2024,9,C656.0,online,NY,365.76
3409,2024-09-29,2024,9,C3714.,store,NY,600.1
3434,2024-09-29,2024,9,C3134.,online,TX,249.58
3443,2024-09-29,2024,9,C880.0,online,FL,221.8
3457,2024-09-29,2024,9,C3446.,online,CA,660.23
3460,2024-09-29,2024,9,C2922.,phone,AZ,405.27
3478,2024-09-29,2024,9,C4520.,phone,AZ,175.95
3491,2024-09-29,2024,9,C2566.,phone,IL,411.14
3495,2024-09-29,2024,9,C2493.,store,OR,354.11
3522,2024-09-29,2024,9,C2300.,store,CA,850.04
3535,2024-09-29,2024,9,C2449.,store,OR,569.65
3551,2024-09-29,2024,9,C2366.,online,WA,689.7
3563,2024-09-29,2024,9,C3936.,phone,AZ,381.54
3595,2024-09-29,2024,9,C1955.,store,NY,571.1
3599,2024-09-29,2024,9,C970.0,online,AZ,435.72
3626,2024-09-29,2024,9,C3489.,phone,CA,601.14
3660,2024-09-29,2024,9,C1698.,store,FL,284.08
3677,2024-09-29,2024,9,C4498.,phone,OR,270.46
3699,2024-09-29,2024,9,C2868.,phone,FL,91.31
3701,2024-09-29,2024,9,C875.0,phone,OR,432.58
3763,2024-09-29,2024,9,C3132.,online,WA,386.83
3782,2024-09-29,2024,9,C2079.,store,AZ,370.85
3794,2024-09-29,2024,9,C630.0,phone,FL,595.17
3873,2024-09-29,2024,9,C2432.,online,TX,274.43
3883,2024-09-29,2024,9,C3190.,store,CA,185.46
3917,2024-09-29,2024,9,C3244.,online,CA,182.73
3920,2024-09-29,2024,9,C2008.,store,FL,370.62
3923,2024-09-29,2024,9,C3681.,phone,NY,516.51
3924,2024-09-29,2024,9,C2935.,phone,CA,150.54
3955,2024-09-29,2024,9,C2091.,store,TX,658.44
3961,2024-09-29,2024,9,C4889.,store,WA,594.88
3996,2024-09-29,2024,9,C1651.,store,NY,216.77
4000,2024-09-29,2024,9,C1923.,store,OR,614.48
4060,2024-09-29,2024,9,C4689.,online,TX,715.25
4070,2024-09-29,2024,9,C3138.,store,WA,312.11
4076,2024-09-29,2024,9,C4157.,phone,AZ,334.36
4086,2024-09-29,2024,9,C808.0,phone,WA,475.14
4091,2024-09-29,2024,9,C3245.,phone,FL,438.74
4108,2024-09-29,2024,9,C353.0,phone,CA,392.25
4114,2024-09-29,2024,9,C723.0,online,CA,384.32
4128,2024-09-29,2024,9,C729.0,phone,TX,587.28
4140,2024-09-29,2024,9,C4987.,phone,AZ,310.24
4165,2024-09-29,2024,9,C615.0,online,OR,273.55
4173,2024-09-29,2024,9,C620.0,phone,IL,437.56
4207,2024-09-29,2024,9,C4176.,online,FL,315.15
4219,2024-09-29,2024,9,C4998.,phone,IL,417.81
4226,2024-09-29,2024,9,C884.0,store,CA,449.66
4236,2024-09-29,2024,9,C2329.,store,WA,488.73
4240,2024-09-29,2024,9,C2538.,store,TX,220.03
4261,2024-09-29,2024,9,C3126.,store,TX,293.12
4298,2024-09-29,2024,9,C1624.,online,NY,332.87
4310,2024-09-29,2024,9,C731.0,phone,AZ,429.63
4321,2024-09-29,2024,9,C4385.,store,IL,214.74
4333,2024-09-29,2024,9,C277.0,online,WA,244.71
4342,2024-09-29,2024,9,C444.0,phone,AZ,337.76
4345,2024-09-29,2024,9,C4268.,store,FL,558.66
4368,2024-09-29,2024,9,C3893.,online,WA,434.89
4370,2024-09-29,2024,9,C1920.,phone,IL,442.98
4376,2024-09-29,2024,9,C4611.,phone,WA,481.65
4392,2024-09-29,2024,9,C2490.,phone,TX,477.93
4403,2024-09-29,2024,9,C3134.,phone,TX,187.42
4407,2024-09-29,2024,9,C248.0,phone,WA,102.83
4414,2024-09-29,2024,9,C4719.,phone,IL,608.96
4435,2024-09-29,2024,9,C3225.,phone,IL,66.44
4450,2024-09-29,2024,9,C3341.,store,AZ,355.19
4477,2024-09-29,2024,9,C247.0,phone,WA,425.07
4533,2024-09-29,2024,9,C1218.,store,FL,604.07
4534,2024-09-29,2024,9,C2454.,phone,IL,768.11
4556,2024-09-29,2024,9,C3139.,phone,CA,330.91
4564,2024-09-29,2024,9,C966.0,online,AZ,269.75
4644,2024-09-29,2024,9,C4009.,phone,FL,116.29
4647,2024-09-29,2024,9,C2409.,online,NY,310.83
4664,2024-09-29,2024,9,C2803.,store,TX,361.57
4685,2024-09-29,2024,9,C3145.,store,OR,647.1
4708,2024-09-29,2024,9,C1575.,phone,NY,545.47
4790,2024-09-29,2024,9,C4052.,store,IL,392.3
4791,2024-09-29,2024,9,C1555.,store,WA,434.48
4812,2024-09-29,2024,9,C4746.,store,FL,240.73
4821,2024-09-29,2024,9,C450.0,phone,WA,345.14
4826,2024-09-29,2024,9,C604.0,phone,NY,463.64
4831,2024-09-29,2024,9,C1632.,store,AZ,674.68
4839,2024-09-29,2024,9,C2549.,online,CA,290.26
4846,2024-09-29,2024,9,C2751.,online,TX,283.58
4869,2024-09-29,2024,9,C4089.,store,AZ,336.55
4907,2024-09-29,2024,9,C3909.,phone,AZ,489.5
4923,2024-09-29,2024,9,C1637.,store,IL,386.27
4925,2024-09-29,2024,9,C1651.,online,AZ,312.78
4930,2024-09-29,2024,9,C512.0,phone,TX,738.12
4952,2024-09-29,2024,9,C2274.,phone,TX,283.37
4964,2024-09-29,2024,9,C332.0,phone,WA,417.44
4995,2024-09-29,2024,9,C4872.,store,AZ,479.68
5000,2024-09-29,2024,9,C981.0,online,CA,410.28
6,2024-09-29,2024,9,C964.0,online,OR,192.48
9,2024-09-29,2024,9,C3583.,online,AZ,641.0
12,2024-09-29,2024,9,C2864.,phone,FL,469.75
14,2024-09-29,2024,9,C833.0,store,OR,328.68
20,2024-09-29,2024,9,C1708.,phone,FL,442.66
91,2024-09-29,2024,9,C1976.,online,WA,598.75
96,2024-09-29,2024,9,C656.0,online,IL,394.24
112,2024-09-29,2024,9,C3508.,phone,OR,171.87
123,2024-09-29,2024,9,C1049.,store,TX,148.12
143,2024-09-29,2024,9,C585.0,store,IL,264.18
151,2024-09-29,2024,9,C3622.,online,FL,187.43
189,2024-09-29,2024,9,C1263.,phone,TX,557.7
195,2024-09-29,2024,9,C663.0,online,TX,572.4
204,2024-09-29,2024,9,C2461.,online,WA,527.74
209,2024-09-29,2024,9,C4854.,store,AZ,344.24
226,2024-09-29,2024,9,C1164.,store,FL,231.28
235,2024-09-29,2024,9,C4680.,online,NY,325.16
246,2024-09-29,2024,9,C2861.,online,AZ,603.6
254,2024-09-29,2024,9,C2060.,phone,NY,393.47
330,2024-09-29,2024,9,C575.0,store,IL,680.32
360,2024-09-29,2024,9,C2874.,store,NY,484.22
364,2024-09-29,2024,9,C247.0,online,IL,468.59
371,2024-09-29,2024,9,C3321.,store,AZ,508.77
389,2024-09-29,2024,9,C885.0,store,CA,534.64
392,2024-09-29,2024,9,C018.0,phone,FL,453.37
399,2024-09-29,2024,9,C3364.,phone,CA,351.39
414,2024-09-29,2024,9,C4908.,online,NY,363.37
430,2024-09-29,2024,9,C3457.,phone,OR,590.27
437,2024-09-29,2024,9,C603.0,store,OR,413.35
440,2024-09-29,2024,9,C056.0,phone,FL,194.93
452,2024-09-29,2024,9,C1105.,phone,NY,291.39
461,2024-09-29,2024,9,C2845.,phone,IL,379.58
490,2024-09-29,2024,9,C2867.,store,FL,348.69
510,2024-09-29,2024,9,C3830.,phone,IL,560.11
521,2024-09-29,2024,9,C4400.,phone,FL,298.78
533,2024-09-29,2024,9,C1383.,store,IL,413.76
540,2024-09-29,2024,9,C3152.,store,TX,336.66
553,2024-09-29,2024,9,C4058.,store,AZ,310.8
558,2024-09-29,2024,9,C3983.,phone,TX,561.89
580,2024-09-29,2024,9,C1036.,phone,AZ,464.21
613,2024-09-29,2024,9,C2118.,online,WA,307.93
622,2024-09-29,2024,9,C4595.,store,NY,460.57
651,2024-09-29,2024,9,C1872.,phone,CA,821.88
685,2024-09-29,2024,9,C3872.,online,TX,584.93
702,2024-09-29,2024,9,C1383.,store,NY,826.48
720,2024-09-29,2024,9,C4816.,online,TX,365.61
748,2024-09-29,2024,9,C2841.,store,NY,529.48
768,2024-09-29,2024,9,C1332.,online,NY,815.44
799,2024-09-29,2024,9,C138.0,store,FL,796.61
805,2024-09-29,2024,9,C341.0,store,TX,328.3
808,2024-09-29,2024,9,C4282.,online,TX,228.52
812,2024-09-29,2024,9,C4055.,store,WA,367.97
823,2024-09-29,2024,9,C4507.,online,FL,223.04
834,2024-09-29,2024,9,C552.0,online,FL,510.67
839,2024-09-29,2024,9,C2646.,store,TX,247.4
860,2024-09-29,2024,9,C2509.,store,NY,486.29
885,2024-09-29,2024,9,C2346.,online,TX,326.84
890,2024-09-29,2024,9,C4471.,store,OR,404.81
900,2024-09-29,2024,9,C3720.,online,OR,620.54
920,2024-09-29,2024,9,C374.0,store,OR,140.65
941,2024-09-29,2024,9,C4014.,phone,IL,340.87
953,2024-09-29,2024,9,C4720.,phone,OR,248.3
957,2024-09-29,2024,9,C4771.,phone,NY,425.24
963,2024-09-29,2024,9,C4352.,online,TX,609.2
966,2024-09-29,2024,9,C395.0,phone,IL,286.26
979,2024-09-29,2024,9,C1302.,store,OR,511.64
1002,2024-09-29,2024,9,C3707.,store,FL,260.64
1012,2024-09-29,2024,9,C4245.,phone,TX,401.96
1019,2024-09-29,2024,9,C550.0,online,CA,132.75
1022,2024-09-29,2024,9,C434.0,online,AZ,391.15
1033,2024-09-29,2024,9,C1448.,phone,AZ,191.61
1077,2024-09-29,2024,9,C626.0,online,TX,186.21
1094,2024-09-29,2024,9,C2694.,phone,IL,644.68
1116,2024-09-29,2024,9,C3628.,phone,OR,500.83
1131,2024-09-29,2024,9,C4748.,phone,AZ,606.42
1143,2024-09-29,2024,9,C2688.,store,NY,169.38
1144,2024-09-29,2024,9,C309.0,store,FL,304.53
1147,2024-09-29,2024,9,C2353.,store,CA,353.51
1156,2024-09-29,2024,9,C4470.,phone,IL,440.62
1165,2024-09-29,2024,9,C1059.,online,CA,198.28
1169,2024-09-29,2024,9,C4243.,phone,NY,220.01
1173,2024-09-29,2024,9,C4531.,online,NY,324.52
1179,2024-09-29,2024,9,C2827.,store,NY,749.42
1225,2024-09-29,2024,9,C1575.,phone,AZ,683.12
1245,2024-09-29,2024,9,C2231.,online,TX,403.56
1261,2024-09-29,2024,9,C3060.,online,TX,405.28
1270,2024-09-29,2024,9,C3383.,phone,TX,203.08
1276,2024-09-29,2024,9,C1789.,online,FL,464.36
1291,2024-09-29,2024,9,C082.0,store,OR,545.45
1297,2024-09-29,2024,9,C1212.,phone,OR,113.8
1303,2024-09-29,2024,9,C295.0,online,TX,621.78
1315,2024-09-29,2024,9,C928.0,store,AZ,668.26
1349,2024-09-29,2024,9,C2761.,phone,NY,327.32
1362,2024-09-29,2024,9,C3001.,online,CA,418.79
1374,2024-09-29,2024,9,C1464.,online,OR,404.44
1422,2024-09-29,2024,9,C265.0,online,OR,293.53
1455,2024-09-29,2024,9,C441.0,phone,NY,301.51
1477,2024-09-29,2024,9,C260.0,online,WA,289.47
1479,2024-09-29,2024,9,C204.0,phone,WA,427.5
1507,2024-09-29,2024,9,C4564.,store,NY,150.56
1521,2024-09-29,2024,9,C304.0,online,FL,385.86
1525,2024-09-29,2024,9,C030.0,online,OR,628.09
1544,2024-09-29,2024,9,C4050.,phone,FL,150.04
1547,2024-09-29,2024,9,C1202.,phone,OR,458.57
1567,2024-09-29,2024,9,C1760.,phone,OR,477.66
1576,2024-09-29,2024,9,C1225.,store,FL,788.84
1585,2024-09-29,2024,9,C3309.,store,TX,376.24
1638,2024-09-29,2024,9,C2454.,phone,FL,247.92
1672,2024-09-29,2024,9,C2339.,store,OR,349.11
1674,2024-09-29,2024,9,C4176.,store,NY,397.99
1687,2024-09-29,2024,9,C3242.,phone,IL,211.08
1690,2024-09-29,2024,9,C3282.,phone,TX,273.19
1720,2024-09-29,2024,9,C2505.,store,IL,766.62
1741,2024-09-29,2024,9,C1748.,online,WA,532.39
1745,2024-09-29,2024,9,C3445.,store,AZ,464.4
1767,2024-09-29,2024,9,C2014.,store,IL,424.16
1799,2024-09-29,2024,9,C895.0,online,WA,457.44
1807,2024-09-29,2024,9,C869.0,online,CA,181.76
